timestamp ,rx                   ,ry                   ,rz                   ,tof ,actual_TCP_pose_0     ,actual_TCP_pose_1     ,actual_TCP_pose_2 ,actual_TCP_pose_3     ,actual_TCP_pose_4     ,actual_TCP_pose_5     ,x                     ,y                     ,z                 ,roll                  ,pitch                 ,yaw                   ,tx                   ,ty                    ,tz                    ,ft
    0.068 ,-0.0529999999999999  ,0.073                ,1.13799999999998     , 72 ,-0.000120999999999996 ,4.70000000000192e-05  ,         0.069895 ,-0.000626000000000002 ,0.000317999999999999  ,0.00360899999999999   ,1.33834733201943e-05  ,1.02669787010977e-05  ,0.070039584626836 ,-0.000776003671336498 ,0.000290772739071896  ,0.0030966396417839    ,0                    ,-0                    ,-0                    ,0
    0.074 ,0.0289999999999999   ,-0.0369999999999999  ,1.13499999999999     , 71 ,-0.000106999999999996 ,4.49999999999617e-05  ,         0.069849 ,-0.000509999999999997 ,0.000425999999999996  ,0.003472              ,7.27910254469388e-06  ,1.69078256602971e-05  ,0.070029126173951 ,-0.0003956132986042   ,0.000896960757099094  ,0.003369615980963     ,0                    ,-0                    ,-0                    ,0
    0.076 ,0.116                ,-0.0380000000000003  ,1.113                , 71 ,-6.89999999999996e-05 ,5.10000000000232e-05  ,         0.069856 ,-0.000402             ,0.000504999999999992  ,0.003427              ,4.84323360980254e-06  ,1.93339621372968e-05  ,0.070024744628707 ,-0.000243491932828299 ,0.00112605537225899   ,0.0034456791763281    ,0                    ,-0                    ,-0                    ,0
    0.082 ,0.175                ,0.0720000000000001   ,1.09599999999998     , 71 ,-9.99999999987122e-07 ,5.29999999999697e-05  ,         0.069869 ,-0.000133000000000001 ,0.000775999999999999  ,0.003244              ,-3.64191356570787e-06 ,2.71643618132977e-05  ,0.070008886840384 ,0.000287598570624999  ,0.00188933559448079   ,0.0036197692621984    ,0                    ,-0                    ,-0                    ,0
    0.086 ,0.198                ,0.131                ,1.065                , 70 ,1.29999999999991e-05  ,6.60000000000105e-05  ,         0.069815 ,0.000168000000000001  ,0.00105               ,0.002906              ,-1.02430944439041e-05 ,3.27684485505984e-05  ,0.06999607968182  ,0.000701807830334404  ,0.0024563273566785    ,0.0036842328117291    ,0                    ,-0                    ,-0                    ,0
    0.09  ,0.187                ,0.0819999999999999   ,1.04199999999997     , 70 ,3.00000000000022e-05  ,7.80000000000225e-05  ,         0.069814 ,0.000442999999999999  ,0.001359              ,0.002627              ,-1.75484003391985e-05 ,3.85965651043992e-05  ,0.06998154931477  ,0.0011610726410896    ,0.0030636554346911    ,0.00370156727581381   ,0                    ,-0                    ,-0                    ,0
    0.094 ,0.159                ,0.00099999999999989  ,1.00699999999998     , 72 ,1.000000000001e-05    ,8.50000000000017e-05  ,         0.069826 ,0.000785000000000001  ,0.00172699999999999   ,0.00215               ,-2.54955183734973e-05 ,4.45664883191969e-05  ,0.069965392790621 ,0.0016616832566744    ,0.0037047260773187    ,0.003667080109534     ,0                    ,-0                    ,-0                    ,0
    0.1   ,0.117                ,0.0529999999999999   ,0.960999999999984    , 72 ,3.90000000000112e-05  ,5.90000000000312e-05  ,         0.069873 ,0.001308              ,0.00223999999999999   ,0.001459              ,-3.84426069219013e-05 ,5.35849615557991e-05  ,0.069938415440634 ,0.0024795691588893    ,0.0047123268629217    ,0.0035089063916899    ,0                    ,-0                    ,-0                    ,0
    0.104 ,0.0790000000000002   ,0.157                ,0.922999999999973    , 72 ,9.000000000009e-06    ,7.69999999999937e-05  ,         0.069837 ,0.002002              ,0.002715              ,0.000893999999999999  ,-4.76132260189971e-05 ,5.94914032509969e-05  ,0.069918872260352 ,0.0030607995373206    ,0.00540134661958799   ,0.00332714059482241   ,1.33193422892359e-09 ,-1.64092794674454e-09 ,-1.27862114687414e-10 ,5.04819806627445e-05
    0.108 ,0.0659999999999998   ,0.233                ,0.890999999999991    , 71 ,1.000000000001e-05    ,7.29999999999897e-05  ,         0.069818 ,0.002669              ,0.003274              ,0.000248999999999999  ,-5.70769274279015e-05 ,6.51851496019998e-05  ,0.06989835501934  ,0.0036625728702889    ,0.006092060710888     ,0.0030808382165639    ,2.66440897309531e-09 ,-3.30608110649813e-09 ,-2.57390556332615e-10 ,0.0001009051219038
    0.108 ,0.0659999999999998   ,0.233                ,0.890999999999991    , 71 ,1.000000000001e-05    ,7.29999999999897e-05  ,         0.069818 ,0.002669              ,0.003274              ,0.000248999999999999  ,-5.70769274279015e-05 ,6.51851496019998e-05  ,0.06989835501934  ,0.0036625728702889    ,0.006092060710888     ,0.0030808382165639    ,2.66440897309531e-09 ,-3.30608110649813e-09 ,-2.57390556332615e-10 ,0.0001009051219038
    0.112 ,0.1                  ,0.207                ,0.85899999999998     , 71 ,-5.89999999999896e-05 ,9.39999999999275e-05  ,         0.069782 ,0.003434              ,0.00396299999999999   ,-0.000635000000000004 ,-6.6695513404505e-05  ,7.05502524472983e-05  ,0.069877149305936 ,0.0042767519007934    ,0.0067729142855419    ,0.0027678133349582    ,3.99661027674853e-09 ,-4.99748376535679e-09 ,-4.0051628535983e-10  ,0.0001513497401583
    0.118 ,0.227                ,0.269                ,0.824999999999989    , 68 ,-5.99999999999906e-05 ,7.9999999999969e-05   ,         0.069782 ,0.004536              ,0.00516399999999999   ,-0.001891             ,-8.10678836502959e-05 ,7.77197641467983e-05  ,0.069844792834099 ,0.0052012590824835    ,0.00774814657780309   ,0.0021703960215029    ,5.99573618942206e-09 ,-7.59330474534023e-09 ,-6.49188409767935e-10 ,0.0002272019487603
    0.12  ,0.307                ,0.489                ,0.776999999999987    , 68 ,-3.69999999999954e-05 ,6.49999999999817e-05  ,         0.069777 ,0.004948              ,0.005466              ,-0.002198             ,-8.57562996413042e-05 ,7.9814787917399e-05   ,0.069834054637103 ,0.0055052960987303    ,0.0080542319644073    ,0.00193696925301191   ,6.66516566774614e-09 ,-8.37433995934015e-09 ,-7.35555297765552e-10 ,0.0002525119235085
    0.128 ,0.419                ,0.575                ,0.75                 , 73 ,-3.59999999999944e-05 ,6.3999999999953e-05   ,         0.069798 ,0.005948              ,0.00645399999999999   ,-0.003336             ,-0.000103352750427096 ,8.63197381039994e-05  ,0.069792813801258 ,0.0066644066515799    ,0.0091360409132744    ,0.000834672587110105  ,9.39005593080878e-09 ,-1.13596045170064e-08 ,-1.00384176882037e-09 ,0.0003536343820668
    0.132 ,0.513                ,0.616                ,0.720999999999975    , 73 ,8.000000000008e-06    ,3.79999999999825e-05  ,         0.069818 ,0.00632               ,0.00682999999999999   ,-0.003767             ,-0.000111090656014695 ,8.82432515010995e-05  ,0.069774083656685 ,0.0071893024818375    ,0.00956535159761279   ,0.000186170381960706  ,1.07685118424926e-08 ,-1.30070473946379e-08 ,-1.07624483288979e-09 ,0.0004042545433436
    0.134 ,0.566                ,0.59                 ,0.682999999999993    , 73 ,-1.09999999999971e-05 ,4.89999999999657e-05  ,         0.069772 ,0.006648              ,0.007034              ,-0.004047             ,-0.000114597990402102 ,8.88240407698991e-05  ,0.069765423217479 ,0.0074327675311005    ,0.0097454491398388    ,-0.000160985782041594 ,1.1441672697317e-08  ,-1.38497932275126e-08 ,-1.10102034361858e-09 ,0.0004296256928557
    0.14  ,0.565                ,0.611                ,0.664999999999992    , 73 ,-1.69999999999892e-05 ,5.50000000000272e-05  ,         0.069765 ,0.007271              ,0.007616              ,-0.004565             ,-0.000123321383856304 ,8.88894257685992e-05  ,0.069743122442781 ,0.0080683940341579    ,0.0101244522468476    ,-0.0012870225982188   ,1.37166243541466e-08 ,-1.62103591018112e-08 ,-1.26992990647073e-09 ,0.0005058398203937
    0.144 ,0.521                ,0.675                ,0.639999999999986    , 73 ,8.000000000008e-06    ,3.79999999999825e-05  ,         0.069813 ,0.007396              ,0.007893              ,-0.004785             ,-0.000127332132631303 ,8.74212823587968e-05  ,0.069732080914827 ,0.0083973060547272    ,0.0102236448608024    ,-0.0021008624402804   ,1.492819684234e-08   ,-1.7973508508942e-08  ,-1.42671704258803e-09 ,0.0005566085385975
    0.148 ,0.444                ,0.605                ,0.61699999999999     , 71 ,-8.99999999999512e-06 ,3.2000000000032e-05   ,         0.069798 ,0.007593              ,0.008141              ,-0.005049             ,-0.000129603517398796 ,8.46526671381999e-05  ,0.069724840600345 ,0.0086355829507889    ,0.0101826450638146    ,-0.0029570369156316   ,1.62462058467932e-08 ,-1.91301618045888e-08 ,-1.63190093134962e-09 ,0.0006074591035134
    0.154 ,0.393                ,0.582                ,0.603999999999985    , 71 ,-1.99999999999922e-05 ,2.19999999999665e-05  ,         0.069804 ,0.007792              ,0.008406              ,-0.005259             ,-0.000129179507791205 ,7.79351552042985e-05  ,0.069722557993333 ,0.0087960248263526    ,0.00982720853715939   ,-0.0043022406201005   ,1.80611567617285e-08 ,-2.19108458983772e-08 ,-1.89683239521912e-09 ,0.0006839105971832
    0.158 ,0.46                 ,0.638                ,0.603999999999985    , 71 ,-2.69999999999992e-05 ,5.00000000003276e-06  ,         0.069836 ,0.007766              ,0.00844099999999999   ,-0.005341             ,-0.000125960560230204 ,7.16950551925e-05     ,0.069727748960514 ,0.0087544139896133    ,0.00937496786002129   ,-0.0052256107099568   ,1.91129774161817e-08 ,-2.44707650668911e-08 ,-2.03806191557649e-09 ,0.0007348911036894
    0.162 ,0.528                ,0.774                ,0.60299999999998     , 69 ,-6.49999999999956e-05 ,1.69999999999337e-05  ,         0.069766 ,0.007912              ,0.00841               ,-0.005359             ,-0.000120090468128595 ,6.4033117809198e-05   ,0.069739118290761 ,0.0085810371507926    ,0.0087364906205939    ,-0.0061576635356875   ,2.01908954880904e-08 ,-2.59006393590605e-08 ,-2.25537171162774e-09 ,0.0007859824983428
    0.166 ,0.629                ,0.829                ,0.601999999999975    , 69 ,-6.09999999999916e-05 ,1.2000000000012e-05   ,         0.06979  ,0.007802              ,0.00841399999999999   ,-0.005337             ,-0.000111318489402601 ,5.49665587809001e-05  ,0.069757360911351 ,0.0082658454895304    ,0.00790129636847209   ,-0.0070865949360161   ,2.08405196674136e-08 ,-2.80260599326975e-08 ,-2.45100156836407e-09 ,0.0008372659751066
    0.17  ,0.708                ,0.721                ,0.599999999999994    , 69 ,-6.39999999999946e-05 ,2.69999999999992e-05  ,         0.069759 ,0.007878              ,0.00840099999999999   ,-0.005351             ,-9.94055431658009e-05 ,4.45399293177995e-05  ,0.069783165398843 ,0.0077999103089246    ,0.00686050451357789   ,-0.0079998023974207   ,2.16592612320064e-08 ,-3.16337611715907e-08 ,-2.58523417564781e-09 ,0.0008889540081778
    0.174 ,0.734                ,0.609                ,0.554999999999978    , 72 ,-4.39999999999885e-05 ,1.29999999999297e-05  ,         0.069762 ,0.007858              ,0.008363              ,-0.005303             ,-8.41275744462994e-05 ,3.28269714510998e-05  ,0.069817207437335 ,0.0071756150257572    ,0.0056070384291578    ,-0.0088840096276637   ,2.39557828827714e-08 ,-3.30021239248879e-08 ,-2.8046189866057e-09  ,0.0009413930796384
    0.18  ,0.786                ,0.572                ,0.516999999999996    , 72 ,-6.59999999999966e-05 ,3.9999999999929e-05   ,         0.0697   ,0.007944              ,0.008242              ,-0.005231             ,-5.44578153287012e-05 ,1.30842529611971e-05  ,0.069885145429433 ,0.0059293076778112    ,0.0033175378338646    ,-0.010125632328565    ,2.84273377428305e-08 ,-3.47027608277882e-08 ,-2.88141343331688e-09 ,0.0010199327405708
    0.184 ,0.814                ,0.569                ,0.474999999999994    , 69 ,-6.09999999999916e-05 ,2.49999999999417e-05  ,         0.069702 ,0.007623              ,0.00746899999999999   ,-0.004944             ,-2.99175439955057e-05 ,-1.31286087610288e-06 ,0.069942597269145 ,0.0048860182385244    ,0.00151490098525769   ,-0.0108761551968133   ,3.12594362239892e-08 ,-3.16234780108049e-08 ,-3.16751907409551e-09 ,0.0010713000471073
    0.188 ,0.813                ,0.532                ,0.445999999999998    , 69 ,-4.99999999999945e-05 ,1.2000000000012e-05   ,         0.069775 ,0.006955              ,0.00639199999999999   ,-0.004557             ,-1.39701205349729e-06 ,-1.64824841880004e-05 ,0.070010461412871 ,0.0036705644989567    ,-0.000508457979774099 ,-0.0115480898240422   ,3.0703958403427e-08  ,-3.37827195482678e-08 ,-3.39424738270162e-09 ,0.0011203498489326
    0.192 ,0.776                ,0.474                ,0.445999999999998    , 69 ,-3.09999999999894e-05 ,1.09999999999832e-05  ,         0.069833 ,0.006158              ,0.00487699999999999   ,-0.003983             ,3.12163571928037e-05  ,-3.22005420751031e-05 ,0.070089279603655 ,0.0022832873877046    ,-0.0027495028904747   ,-0.0121270946213073   ,2.83270537181243e-08 ,-3.69284257646681e-08 ,-3.95458653326963e-09 ,0.0011682808302593
    0.196 ,0.704                ,0.344                ,0.457999999999998    , 71 ,-3.19999999999904e-05 ,1.99999999994649e-06  ,         0.069966 ,0.004998              ,0.003025              ,-0.003349             ,6.80006551879025e-05  ,-4.82074963461011e-05 ,0.070179547351191 ,0.000726642141930703  ,-0.00520266432228891  ,-0.0125991021008268   ,2.49331023721199e-08 ,-4.48383431531754e-08 ,-4.04385329807486e-09 ,0.0012157336109706
    0.2   ,0.595                ,0.238                ,0.478999999999985    , 71 ,-4.99999999999945e-05 ,0                     ,         0.07016  ,0.003454              ,0.000583              ,-0.002596             ,0.000108996727401195  ,-6.4208215069101e-05  ,0.070281709577332 ,-0.000994729272845496 ,-0.007859806104969    ,-0.0129505215045561   ,2.39351976608835e-08 ,-4.98930290325972e-08 ,-3.96388896695246e-09 ,0.0012642070596729
    0.206 ,0.455                ,0.108                ,0.498999999999995    , 70 ,-6.29999999999936e-05 ,-8.000000000008e-06   ,         0.070504 ,0.000807000000000002  ,-0.00355              ,-0.000948000000000004 ,0.000178379389672995  ,-8.74655806444025e-05 ,0.070458092740319 ,-0.0038700030814096   ,-0.0122038846440384   ,-0.0132235462962598   ,2.6420248088044e-08  ,-5.14643743260953e-08 ,-3.05138901694232e-09 ,0.0012604929860388
    0.21  ,0.292                ,-0.0569999999999999  ,0.559999999999974    , 70 ,-5.29999999999975e-05 ,-6.99999999997925e-06 ,         0.070739 ,-0.001235             ,-0.00688200000000001  ,0.000267999999999997  ,0.000229819370127504  ,-0.000101930313050301 ,0.070591570192007 ,-0.0059682284658662   ,-0.0153186696964273   ,-0.0132190096245605   ,2.63645814361832e-08 ,-5.02252103825337e-08 ,-2.37559982089734e-09 ,0.0012564590357865
    0.214 ,0.128                ,-0.287               ,0.61699999999999     , 70 ,-7.19999999999887e-05 ,-1.40000000000695e-05 ,         0.071076 ,-0.003667             ,-0.010481             ,0.001732              ,0.000285291149461894  ,-0.000115084131788901 ,0.070738046541051 ,-0.008197380260409    ,-0.0185891391166901   ,-0.0130530057862462   ,2.54098596547664e-08 ,-4.78946134028234e-08 ,-1.40478463012756e-09 ,0.0012514099909811
    0.22  ,-0.0779999999999998  ,-0.461               ,0.705999999999989    , 69 ,-6.69999999999976e-05 ,-1.70000000000448e-05 ,         0.071554 ,-0.007555             ,-0.016666             ,0.00412299999999999   ,0.000375721565989404  ,-0.000131374734018603 ,0.070982491888551 ,-0.0117542248349415   ,-0.0237444358399636   ,-0.0124820441450441   ,2.19205077295387e-08 ,-4.41915091591684e-08 ,-1.13099273000957e-10 ,0.0012434048911193
    0.222 ,-0.242               ,-0.716               ,0.792999999999978    , 69 ,-9.09999999999939e-05 ,-6.00000000006151e-06 ,         0.071723 ,-0.008987             ,-0.018884             ,0.004938              ,0.000407692805072704  ,-0.000135648962404703 ,0.071070614924208 ,-0.0129882729611467   ,-0.025518735336908    ,-0.0122022505355836   ,2.26617911094531e-08 ,-4.07971801187808e-08 ,4.48165731700921e-10  ,0.0012412951697241
    0.228 ,-0.418               ,-0.943               ,0.877999999999986    , 73 ,-5.29999999999975e-05 ,-2.00000000005751e-06 ,         0.072318 ,-0.013808             ,-0.026258             ,0.007778              ,0.000508664881109899  ,-0.000144119999524503 ,0.071354921295355 ,-0.0168027145795536   ,-0.0309683024342262   ,-0.0110851399568943   ,2.77367668368466e-08 ,-3.280846059288e-08   ,2.53677394113968e-09  ,0.001235415916066
    0.234 ,-0.605               ,-1.245               ,0.99199999999999     , 73 ,-7.69999999999937e-05 ,5.00000000003276e-06  ,         0.072958 ,-0.018916             ,-0.033826             ,0.010693              ,0.000616456882201397  ,-0.000144671034265503 ,0.071668905636396 ,-0.0207308196638917   ,-0.0365416753616142   ,-0.00954352519622     ,3.42680597811698e-08 ,-2.81122104130743e-08 ,3.60003520769186e-09  ,0.0012255253520064
    0.238 ,-0.815               ,-1.571               ,1.13899999999998     , 75 ,-2.89999999999874e-05 ,-6.99999999997925e-06 ,         0.073329 ,-0.021948             ,-0.038833             ,0.012673              ,0.000691550771201505  ,-0.000139724436156702 ,0.071894434177389 ,-0.0233754065619567   ,-0.0402819559475697   ,-0.008278582509458    ,3.97073521019871e-08 ,-2.16962582326943e-08 ,3.28654741003934e-09  ,0.0012178675682464
    0.242 ,-1.05                ,-1.883               ,1.27699999999999     , 75 ,-3.39999999999924e-05 ,-1.09999999999832e-05 ,         0.073688 ,-0.025006             ,-0.043838             ,0.014649              ,0.000768793291464898  ,-0.000129869695727401 ,0.072132626900756 ,-0.0260130287463974   ,-0.0440100807820735   ,-0.0068258585842305   ,4.8386697143996e-08  ,-1.2025657178769e-08  ,2.43172971896558e-09  ,0.0012123593207668
    0.244 ,-1.301               ,-2.205               ,1.392                , 75 ,-2.69999999999992e-05 ,1.99999999994649e-06  ,         0.073851 ,-0.026562             ,-0.046338             ,0.015583              ,0.000808094285331795  ,-0.000122923423775803 ,0.07225637062004  ,-0.0273215920049169   ,-0.0458609320740418   ,-0.0060302458466265   ,5.29082785438109e-08 ,-6.15361148871779e-09 ,2.10239399712457e-09  ,0.0012109252424704
    0.25  ,-1.553               ,-2.442               ,1.45299999999997     , 74 ,-6.79999999999986e-05 ,2.19999999999665e-05  ,         0.074425 ,-0.031356             ,-0.053742             ,0.018348              ,0.000928075793995703  ,-9.31491919735003e-05 ,0.072645605412463 ,-0.0311690355603991   ,-0.0513192213447981   ,-0.0033750464994293   ,7.20755234290905e-08 ,1.06488611205261e-08  ,3.74401974722571e-10  ,0.0012074676834267
    0.252 ,-1.781               ,-2.741               ,1.52199999999999     , 74 ,-7.39999999999907e-05 ,2.49999999999417e-05  ,         0.07459  ,-0.032827             ,-0.056127             ,0.019208              ,0.000968577247001792  ,-8.00077852601e-05    ,0.07278116613439  ,-0.0324150447739132   ,-0.053095875468078    ,-0.0024036508176452   ,7.5746218625622e-08  ,1.24577498931773e-08  ,-1.65261762705791e-10 ,0.0012063060549494
    0.26  ,-1.966               ,-3.061               ,1.58099999999999     , 75 ,-7.19999999999887e-05 ,3.10000000000032e-05  ,         0.07525  ,-0.038163             ,-0.064229             ,0.022379              ,0.0011315798464341    ,-9.48056369600228e-06 ,0.073350783051771 ,-0.0371345133939407   ,-0.0599008958681379   ,0.0018814597955655    ,1.02129114246259e-07 ,2.75942062933316e-08  ,-3.60414909454063e-09 ,0.0012021105402962
    0.264 ,-2.129               ,-3.279               ,1.66499999999999     , 75 ,-0.000109999999999999 ,5.9999999999949e-05   ,         0.075438 ,-0.040231             ,-0.067746             ,0.023639              ,0.00121284511294401   ,3.75175745068977e-05  ,0.073651008734218 ,-0.0392936498884323   ,-0.0630791008368309   ,0.0042429839847881    ,1.10150472991889e-07 ,2.67939658085077e-08  ,-4.23661202468545e-09 ,0.0012006157982671
    0.266 ,-2.257               ,-3.478               ,1.75299999999999     , 75 ,-0.000101999999999991 ,5.5999999999945e-05   ,         0.075558 ,-0.041291             ,-0.069312             ,0.024279              ,0.00125320742890479   ,6.41814320841982e-05  ,0.073804707014446 ,-0.0403130146359219   ,-0.0646020013879871   ,0.0054725919102665    ,1.17078239362805e-07 ,2.80505186408624e-08  ,-5.16655600586294e-09 ,0.0011985073765753
    0.272 ,-2.35                ,-3.655               ,1.797                , 78 ,-0.000104999999999994 ,6.20000000000065e-05  ,         0.075859 ,-0.04397              ,-0.073653             ,0.025924              ,0.0013724874137029    ,0.000157577980612798  ,0.074279177437853 ,-0.0430981853419511   ,-0.0688749040431428   ,0.00933389476869771   ,1.34794024194247e-07 ,3.47986620341071e-08  ,-8.09583572280079e-09 ,0.001191004340902
    0.276 ,-2.391               ,-3.875               ,1.87199999999999     , 78 ,-7.79999999999947e-05 ,6.7999999999957e-05   ,         0.076038 ,-0.045441             ,-0.075936             ,0.026964              ,0.00144990336754219   ,0.000231595937920697  ,0.074605816897926 ,-0.0447027572990911   ,-0.0714541081116244   ,0.0120312434635603    ,1.3729593674015e-07  ,3.3549466704331e-08   ,-9.49484871284731e-09 ,0.0011890521131195
    0.28  ,-2.458               ,-4.023               ,1.95499999999998     , 76 ,-7.99999999999967e-05 ,6.7999999999957e-05   ,         0.076198 ,-0.046684             ,-0.078019             ,0.027723              ,0.0015250899791423    ,0.000315519246036497  ,0.074939942614909 ,-0.0460845837987651   ,-0.0737994509053958   ,0.0148067504018019    ,1.40779546427662e-07 ,3.35721743530898e-08  ,-1.15171952918457e-08 ,0.0011866824017524
    0.286 ,-2.523               ,-4.161               ,2.023                , 76 ,-6.09999999999916e-05 ,6.89999999999857e-05  ,         0.076323 ,-0.04802              ,-0.080207             ,0.028575              ,0.0016327119321717    ,0.000460809312851997  ,0.075453706042776 ,-0.0477060103756231   ,-0.0768523076921571   ,0.019076394542309     ,1.39226677881976e-07 ,3.07674833457141e-08  ,-1.3882890669838e-08  ,0.0011830118016064
    0.29  ,-2.597               ,-4.216               ,2.07399999999998     , 76 ,-7.79999999999947e-05 ,6.29999999999242e-05  ,         0.0764   ,-0.048739             ,-0.081334             ,0.029007              ,0.0017004059337507    ,0.000571088068283498  ,0.075803626303535 ,-0.0484673944916751   ,-0.0785646086674916   ,0.0219662524595803    ,1.32579536847211e-07 ,2.49096356960046e-08  ,-1.4267395764508e-08  ,0.0011827215591096
    0.294 ,-2.674               ,-4.272               ,2.09799999999998     , 77 ,-6.49999999999956e-05 ,5.1999999999941e-05   ,         0.076512 ,-0.049269             ,-0.081864             ,0.029295              ,0.0017643985502224    ,0.000692424393059998  ,0.076158705751478 ,-0.0489613631951431   ,-0.0800123953559338   ,0.024868638089723     ,1.28429470157308e-07 ,2.08661028556728e-08  ,-1.46820069571553e-08 ,0.0011833410273675
